model;make;country;start_date;run_time;cars;images;errors
Opel;Arena;DE;2019-02-13 14:53:47.817314;6.7657470703125;1;3;0
Opel;Arena;ES;2019-02-13 14:53:54.583061;1.747990369796753;0;0;0
Opel;Arena;FR;2019-02-13 14:53:56.331051;2.219074249267578;0;0;0
Opel;Arena;IT;2019-02-13 14:53:58.551068;2.2192494869232178;0;0;0
Opel;Arena;LU;2019-02-13 14:54:00.771316;1.9901139736175537;0;0;0
Opel;Arena;NE;2019-02-13 14:54:02.762428;2.5005598068237305;0;0;0
Opel;Campo;AT;2019-02-13 14:54:05.264980;37.07435894012451;4;34;0
Opel;Campo;BE;2019-02-13 14:54:42.339339;2.2641971111297607;0;0;0
Opel;Campo;DE;2019-02-13 14:54:44.604477;54.483097076416016;6;47;0
Opel;Campo;ES;2019-02-13 14:55:39.088572;1.7916615009307861;0;0;0
Opel;Campo;FR;2019-02-13 14:55:40.881230;2.1724843978881836;0;0;0
Opel;Campo;IT;2019-02-13 14:55:43.057702;24.726571083068848;3;22;0
Opel;Campo;LU;2019-02-13 14:56:07.785268;1.6483523845672607;0;0;0
Opel;Campo;NE;2019-02-13 14:56:09.435568;16.87102699279785;1;15;0
Opel;Movano;AT;2019-02-13 14:56:26.307484;1644.1908168792725;168;1599;0
Opel;Movano;BE;2019-02-13 15:23:50.499299;250.17487239837646;20;234;0
Opel;Movano;DE;2019-02-13 15:28:00.675168;2395.822134256363;200;2326;0
Opel;Movano;ES;2019-02-13 16:07:56.498237;2.98484206199646;0;0;0
Opel;Movano;FR;2019-02-13 16:07:59.485036;176.48227500915527;19;172;0
Opel;Movano;IT;2019-02-13 16:10:55.968276;1796.8167593479156;171;1755;0
Opel;Movano;LU;2019-02-13 16:40:52.785035;18.765778303146362;1;15;0
Opel;Movano;NE;2019-02-13 16:41:11.551751;152.73426055908203;10;144;0
Opel;Antara;AT;2019-02-13 16:43:44.287010;1138.6515469551086;89;1110;0
Opel;Antara;BE;2019-02-13 17:02:42.939526;1813.3960075378418;149;1710;0
Opel;Antara;DE;2019-02-13 17:32:56.336503;2504.9791553020477;198;2481;0
Opel;Antara;ES;2019-02-13 18:14:41.316624;542.4049189090729;40;537;0
Opel;Antara;FR;2019-02-13 18:23:43.722540;3.158914566040039;0;0;0
Opel;Antara;IT;2019-02-13 18:23:46.882407;1396.5205268859863;120;1377;0
Opel;Antara;LU;2019-02-13 18:47:03.403905;34.24980854988098;5;26;0
Opel;Antara;NE;2019-02-13 18:47:37.654679;1015.5249664783478;78;1012;0
Opel;Insignia;AT;2019-02-13 19:04:33.184599;2519.001713037491;200;2444;0
Opel;Insignia;BE;2019-02-13 19:46:32.187219;2753.4925315380096;200;2594;0
Opel;Insignia;DE;2019-02-13 20:32:25.680752;2741.2568349838257;200;2690;0
Opel;Insignia;ES;2019-02-13 21:18:06.938583;1503.2791547775269;120;1462;0
Opel;Insignia;FR;2019-02-13 21:43:10.218735;1970.5859656333923;190;1938;0
Opel;Insignia;IT;2019-02-13 22:16:00.805698;967.6823966503143;80;963;0
Opel;Insignia;LU;2019-02-13 22:32:08.488095;180.66703963279724;19;170;0
Opel;Insignia;NE;2019-02-13 22:35:09.156131;1842.0935134887695;130;1897;0
Opel;Ampera;AT;2019-02-13 23:05:51.251639;22.095774173736572;2;18;0
Opel;Ampera;BE;2019-02-13 23:06:13.348412;35.71824836730957;4;31;0
Opel;Ampera;DE;2019-02-13 23:06:49.067658;226.19136095046997;20;229;0
Opel;Ampera;ES;2019-02-13 23:10:35.260015;381.15975689888;28;377;0
Opel;Ampera;FR;2019-02-13 23:16:56.420770;14.379582166671753;1;11;0
Opel;Ampera;IT;2019-02-13 23:17:10.800352;27.356361150741577;3;23;0
Opel;Ampera;LU;2019-02-13 23:17:38.157710;2.326284646987915;0;0;0
Opel;Ampera;NE;2019-02-13 23:17:40.484991;498.1145739555359;40;503;0
Opel;Adam;AT;2019-02-13 23:25:58.602536;2287.4404315948486;200;2248;0
Opel;Adam;BE;2019-02-14 00:04:06.043933;2216.302745580673;200;2143;0
Opel;Adam;DE;2019-02-14 00:41:02.346679;2505.3965916633606;200;2457;1
Opel;Adam;ES;2019-02-14 01:22:47.744267;723.006884098053;59;688;0
Opel;Adam;FR;2019-02-14 01:34:50.753117;1296.7949523925781;121;1282;0
Opel;Adam;IT;2019-02-14 01:56:27.548959;1874.273137807846;200;1804;0
Opel;Adam;LU;2019-02-14 02:27:41.823068;60.74790859222412;7;55;0
Opel;Adam;NE;2019-02-14 02:28:42.572975;2517.2122390270233;200;2553;0
Opel;Zafira Tourer;AT;2019-02-14 03:10:39.787174;2564.798998594284;200;2529;0
Opel;Zafira Tourer;BE;2019-02-14 03:53:24.588166;1109.6193952560425;90;1095;0
Opel;Zafira Tourer;DE;2019-02-14 04:11:54.209527;2427.251699924469;200;2448;0
Opel;Zafira Tourer;ES;2019-02-14 04:52:21.463219;2028.8339726924896;157;2005;0
Opel;Zafira Tourer;FR;2019-02-14 05:26:10.299155;1123.0848152637482;110;1115;0
Opel;Zafira Tourer;IT;2019-02-14 05:44:53.385928;2298.3434569835663;200;2217;0
Opel;Zafira Tourer;LU;2019-02-14 06:23:11.731372;55.34526348114014;7;57;0
Opel;Zafira Tourer;NE;2019-02-14 06:24:07.078594;2851.7451300621033;200;2914;0
Opel;Mokka;AT;2019-02-14 07:11:38.828710;2003.2310185432434;200;1962;0
Opel;Mokka;BE;2019-02-14 07:45:02.060730;2240.822603702545;200;2187;0
Opel;Mokka;DE;2019-02-14 08:22:22.884334;2126.348441839218;200;2106;0
Opel;Mokka;ES;2019-02-14 08:57:49.233777;1342.5813093185425;110;1309;0
Opel;Mokka;FR;2019-02-14 09:20:11.816089;1912.9646384716034;200;1895;0
Opel;Mokka;IT;2019-02-14 09:52:04.783725;1964.11176943779;200;1933;0
Opel;Mokka;LU;2019-02-14 10:24:48.897497;156.6410675048828;13;154;0
Opel;Mokka;NE;2019-02-14 10:27:25.540523;2633.147856235504;200;2672;0
Opel;Cascada;AT;2019-02-14 11:11:18.691370;406.1413655281067;38;403;0
Opel;Cascada;BE;2019-02-14 11:18:04.834711;851.4165947437286;71;841;0
Opel;Cascada;DE;2019-02-14 11:32:16.252136;2627.364423274994;200;2671;0
Opel;Cascada;ES;2019-02-14 12:16:03.618561;328.44705986976624;22;304;0
Opel;Cascada;FR;2019-02-14 12:21:32.067623;91.6899242401123;10;90;0
Opel;Cascada;IT;2019-02-14 12:23:03.759577;148.62084460258484;15;157;0
Opel;Cascada;LU;2019-02-14 12:25:32.382381;1.879218578338623;0;0;0
Opel;Cascada;NE;2019-02-14 12:25:34.263604;857.1207642555237;61;871;0
Opel;Karl;AT;2019-02-14 12:39:51.389390;2041.1502811908722;199;1969;0
Opel;Karl;BE;2019-02-14 13:13:52.541671;520.1561155319214;46;512;0
Opel;Karl;DE;2019-02-14 13:22:32.699787;2230.951877117157;200;2233;0
Opel;Karl;ES;2019-02-14 13:59:43.653809;120.02812552452087;12;110;0
Opel;Karl;FR;2019-02-14 14:01:43.683935;306.9739580154419;25;304;0
Opel;Karl;IT;2019-02-14 14:06:50.658852;1906.0905764102936;192;1810;0
Opel;Karl;LU;2019-02-14 14:38:36.750352;2.121112585067749;0;0;0
Opel;Karl;NE;2019-02-14 14:38:38.872390;1827.1766104698181;200;1830;0
Opel;Others;AT;2019-02-14 15:09:06.054988;168.87903451919556;13;160;0
Opel;Others;BE;2019-02-14 15:11:54.936022;57.42953419685364;7;50;0
Opel;Others;DE;2019-02-14 15:12:52.367517;127.25314235687256;14;114;0
Opel;Others;ES;2019-02-14 15:14:59.622690;42.9063618183136;4;38;0
Opel;Others;FR;2019-02-14 15:15:42.531052;2.2009847164154053;0;0;0
Opel;Others;IT;2019-02-14 15:15:44.732977;119.15400052070618;16;113;0
Opel;Others;LU;2019-02-14 15:17:43.887975;1.7178053855895996;0;0;0
Opel;Others;NE;2019-02-14 15:17:45.607785;41.08045053482056;4;37;0
Opel;Grandland X;AT;2019-02-14 15:18:26.690230;2319.8274908065796;200;2295;0
Opel;Grandland X;BE;2019-02-14 15:57:06.518718;1351.5789079666138;119;1283;0
Opel;Grandland X;DE;2019-02-14 16:19:38.099835;2271.931651830673;200;2217;0
Opel;Grandland X;ES;2019-02-14 16:57:30.033488;1492.2002062797546;117;1503;0
Opel;Grandland X;FR;2019-02-14 17:22:22.235694;1298.6739399433136;144;1254;0
Opel;Grandland X;IT;2019-02-14 17:44:00.910638;2196.417198896408;200;2118;0
Opel;Grandland X;LU;2019-02-14 18:20:37.330855;31.74647355079651;2;28;0
Opel;Grandland X;NE;2019-02-14 18:21:09.078332;2402.168023586273;200;2452;0
Opel;Crossland X;AT;2019-02-14 19:01:11.252345;2216.94868183136;200;2137;0
Opel;Crossland X;BE;2019-02-14 19:38:08.202027;902.2808158397675;100;860;0
Opel;Crossland X;DE;2019-02-14 19:53:10.484800;2267.268448114395;200;2247;0
Opel;Crossland X;ES;2019-02-14 20:30:57.755254;1901.8203275203705;148;1898;0
Opel;Crossland X;FR;2019-02-14 21:02:39.577582;1300.4663262367249;151;1259;0
Opel;Crossland X;IT;2019-02-14 21:24:20.044909;2087.0996413230896;200;1999;0
Opel;Crossland X;LU;2019-02-14 21:59:07.146550;103.05776953697205;7;105;0
Opel;Crossland X;NE;2019-02-14 22:00:50.205317;2500.9699823856354;200;2589;0
Renault;Grand Espace;AT;2019-02-14 22:42:31.179295;464.7704248428345;52;449;0
Renault;Grand Espace;BE;2019-02-14 22:50:15.950706;550.501713514328;53;532;0
Renault;Grand Espace;DE;2019-02-14 22:59:26.454420;1397.6900413036346;119;1403;0
Renault;Grand Espace;ES;2019-02-14 23:22:44.146461;650.7898104190826;52;645;0
Renault;Grand Espace;FR;2019-02-14 23:33:34.938330;256.3826277256012;38;244;0
Renault;Grand Espace;IT;2019-02-14 23:37:51.322962;812.8146288394928;79;795;0
Renault;Grand Espace;LU;2019-02-14 23:51:24.139595;15.154882907867432;2;13;0
