model_id,created,updated,model,make_id
15317,2019.01.14,2019.01.14,Kangoo,60
15706,2019.01.14,2019.01.14,Spider,60
15737,2019.01.14,2019.01.14,Rapid,60
18522,2019.01.14,2019.01.14,Modus,60
18711,2019.01.14,2019.01.14,Grand Scenic,60
19126,2019.01.14,2019.01.14,Koleos,60
19169,2019.01.14,2019.01.14,Grand Modus,60
19250,2019.01.14,2019.01.14,Fluence,60
19340,2019.01.14,2019.01.14,Symbol,60
19341,2019.01.14,2019.01.14,Logan,60
19545,2019.01.14,2019.01.14,Latitude,60
19552,2019.01.14,2019.01.14,Wind,60
21095,2019.01.14,2019.01.14,Talisman,60
19725,2019.01.14,2019.01.14,Others,60
19755,2019.01.14,2019.01.14,Sandero,60
20059,2019.01.14,2019.01.14,Kangoo Z.E.,60
20060,2019.01.14,2019.01.14,Fluence Z.E.,60
20053,2019.01.14,2019.01.14,Duster,60
20054,2019.01.14,2019.01.14,Sandero Stepway,60
20058,2019.01.14,2019.01.14,Twizy,60
20408,2019.01.14,2019.01.14,Alpine A110,60
20228,2019.01.14,2019.01.14,ZOE,60
20235,2019.01.14,2019.01.14,Captur,60
21077,2019.01.14,2019.01.14,Kadjar,60
74771,2019.01.14,2019.01.14,Alaskan,60
21182,2019.01.14,2019.01.14,Messenger,60
15981,2019.01.14,2019.01.14,Buggy,74
16520,2019.01.14,2019.01.14,Taro,74
16521,2019.01.14,2019.01.14,L80,74
16584,2019.01.14,2019.01.14,Iltis,74
16585,2019.01.14,2019.01.14,181,74
16623,2019.01.14,2019.01.14,Karmann Ghia,74
18190,2019.01.14,2019.01.14,T4 Allstar,74
18200,2019.01.14,2019.01.14,T3 Blue Star,74
18210,2019.01.14,2019.01.14,T5 Caravelle,74
18220,2019.01.14,2019.01.14,T5 Multivan,74
18230,2019.01.14,2019.01.14,Transporter,74
18240,2019.01.14,2019.01.14,T3 White Star,74
18276,2019.01.14,2019.01.14,Phaeton,74
18285,2019.01.14,2019.01.14,Touareg,74
18317,2019.01.14,2019.01.14,T3,74
18329,2019.01.14,2019.01.14,Touran,74
18370,2019.01.14,2019.01.14,T5,74
2083,2019.01.14,2019.01.14,Corrado,74
2084,2019.01.14,2019.01.14,Golf,74
2087,2019.01.14,2019.01.14,Jetta,74
2089,2019.01.14,2019.01.14,Passat,74
2090,2019.01.14,2019.01.14,Polo,74
2091,2019.01.14,2019.01.14,Santana,74
2092,2019.01.14,2019.01.14,Scirocco,74
2093,2019.01.14,2019.01.14,Sharan,74
2094,2019.01.14,2019.01.14,Vento,74
2106,2019.01.14,2019.01.14,Bus,74
2113,2019.01.14,2019.01.14,Anfibio,74
2114,2019.01.14,2019.01.14,Käfer,74
14792,2019.01.14,2019.01.14,T4,74
15363,2019.01.14,2019.01.14,T2,74
15381,2019.01.14,2019.01.14,New Beetle,74
15534,2019.01.14,2019.01.14,Lupo,74
15535,2019.01.14,2019.01.14,Bora,74
15734,2019.01.14,2019.01.14,Caddy,74
15767,2019.01.14,2019.01.14,LT,74
15864,2019.01.14,2019.01.14,Maggiolino,74
18575,2019.01.14,2019.01.14,T5 California,74
18599,2019.01.14,2019.01.14,Fox,74
18747,2019.01.14,2019.01.14,T5 Shuttle,74
18781,2019.01.14,2019.01.14,Crafter,74
18707,2019.01.14,2019.01.14,Eos,74
19063,2019.01.14,2019.01.14,Tiguan,74
19127,2019.01.14,2019.01.14,Routan,74
19261,2019.01.14,2019.01.14,Amarok,74
19344,2019.01.14,2019.01.14,Pointer,74
19618,2019.01.14,2019.01.14,T1,74
19659,2019.01.14,2019.01.14,Polo Sedan,74
21081,2019.01.14,2019.01.14,T6 Caravelle,74
21082,2019.01.14,2019.01.14,T6 Multivan,74
21083,2019.01.14,2019.01.14,T6 California,74
19724,2019.01.14,2019.01.14,Beetle,74
19750,2019.01.14,2019.01.14,up!,74
19780,2019.01.14,2019.01.14,CC,74
20026,2019.01.14,2019.01.14,Golf Plus,74
20841,2019.01.14,2019.01.14,Derby,74
20376,2019.01.14,2019.01.14,Golf Sportsvan,74
20170,2019.01.14,2019.01.14,Polo Cross,74
20380,2019.01.14,2019.01.14,XL1,74
21080,2019.01.14,2019.01.14,T6 Transporter,74
20315,2019.01.14,2019.01.14,Cross Golf,74
20316,2019.01.14,2019.01.14,Cross Touran,74
75194,2019.01.14,2019.01.14,T-Cross,74
20333,2019.01.14,2019.01.14,Polo Plus,74
20334,2019.01.14,2019.01.14,Polo Variant,74
20335,2019.01.14,2019.01.14,Polo GTI,74
20336,2019.01.14,2019.01.14,Polo R WRC,74
20337,2019.01.14,2019.01.14,Passat CC,74
20338,2019.01.14,2019.01.14,Passat Variant,74
20339,2019.01.14,2019.01.14,Passat Alltrack,74
20340,2019.01.14,2019.01.14,Golf Variant,74
20341,2019.01.14,2019.01.14,Golf Cabriolet,74
20342,2019.01.14,2019.01.14,Golf GTI,74
20352,2019.01.14,2019.01.14,T3 Multivan,74
20353,2019.01.14,2019.01.14,T4 Multivan,74
20354,2019.01.14,2019.01.14,T3 California,74
20355,2019.01.14,2019.01.14,T4 California,74
20356,2019.01.14,2019.01.14,T3 Caravelle,74
20357,2019.01.14,2019.01.14,T4 Caravelle,74
20358,2019.01.14,2019.01.14,T5 Kombi,74
20359,2019.01.14,2019.01.14,T4 Kombi,74
20360,2019.01.14,2019.01.14,T3 Kombi,74
21179,2019.01.14,2019.01.14,Coccinelle,74
21180,2019.01.14,2019.01.14,Escarabajo,74
74550,2019.01.14,2019.01.14,Arteon,74
21034,2019.01.14,2019.01.14,Others,74
74667,2019.01.14,2019.01.14,T-Roc,74
74938,2019.01.14,2019.01.14,Atlas,74
74939,2019.01.14,2019.01.14,Kever,74
20567,2019.01.14,2019.01.14,GTurbo,51539
20284,2019.01.14,2019.01.14,Others,51539
20570,2019.01.14,2019.01.14,Speed9,51539
20571,2019.01.14,2019.01.14,F70 Etronic,51539
20568,2019.01.14,2019.01.14,GTronic,51539
20569,2019.01.14,2019.01.14,GT9,51539
20977,2019.01.14,2019.01.14,F97 A-Max,51539
19688,2019.01.14,2019.01.14,500,16396
19689,2019.01.14,2019.01.14,500C,16396
19690,2019.01.14,2019.01.14,695,16396
19691,2019.01.14,2019.01.14,Grande Punto,16396
19692,2019.01.14,2019.01.14,Punto EVO,16396
20258,2019.01.14,2019.01.14,595 Turismo,16396
20387,2019.01.14,2019.01.14,595C,16396
20323,2019.01.14,2019.01.14,595 Competizione,16396
20386,2019.01.14,2019.01.14,695C,16396
20956,2019.01.14,2019.01.14,Punto Supersport,16396
20957,2019.01.14,2019.01.14,Others,16396
21170,2019.01.14,2019.01.14,595,16396
74336,2019.01.14,2019.01.14,124 Spider,16396
14984,2019.01.14,2019.01.14,Cobra,14979
19550,2019.01.14,2019.01.14,Ace,14979
21037,2019.01.14,2019.01.14,Others,14979
21192,2019.01.14,2019.01.14,4 WD,16429
21193,2019.01.14,2019.01.14,Biagini Passo,16429
21194,2019.01.14,2019.01.14,Others,16429
18446,2019.01.14,2019.01.14,RL,16356
18447,2019.01.14,2019.01.14,TL,16356
18448,2019.01.14,2019.01.14,TSX,16356
18449,2019.01.14,2019.01.14,RSX,16356
18450,2019.01.14,2019.01.14,NSX,16356
18451,2019.01.14,2019.01.14,MDX,16356
20042,2019.01.14,2019.01.14,RDX,16356
20043,2019.01.14,2019.01.14,ZDX,16356
21054,2019.01.14,2019.01.14,Others,16356
74681,2019.01.14,2019.01.14,ILX,16356
74682,2019.01.14,2019.01.14,TLX,16356
74683,2019.01.14,2019.01.14,RLX,16356
18334,2019.01.14,2019.01.14,400,16352
18335,2019.01.14,2019.01.14,500,16352
18336,2019.01.14,2019.01.14,Mac,16352
18582,2019.01.14,2019.01.14,A.,16352
18649,2019.01.14,2019.01.14,Mega,16352
19164,2019.01.14,2019.01.14,City,16352
19165,2019.01.14,2019.01.14,Roadline,16352
19166,2019.01.14,2019.01.14,Crossline,16352
19167,2019.01.14,2019.01.14,Scouty R,16352
19736,2019.01.14,2019.01.14,Others,16352
20206,2019.01.14,2019.01.14,Coupe,16352
20207,2019.01.14,2019.01.14,GTI,16352
20208,2019.01.14,2019.01.14,GTO,16352
20209,2019.01.14,2019.01.14,Crossover,16352
75083,2019.01.14,2019.01.14,D-truck,16352
16421,2019.01.14,2019.01.14,147,6
16628,2019.01.14,2019.01.14,RZ,6
18412,2019.01.14,2019.01.14,GT,6
1600,2019.01.14,2019.01.14,33,6
1601,2019.01.14,2019.01.14,145,6
1602,2019.01.14,2019.01.14,146,6
1603,2019.01.14,2019.01.14,155,6
1604,2019.01.14,2019.01.14,164,6
1606,2019.01.14,2019.01.14,75,6
1607,2019.01.14,2019.01.14,90,6
1608,2019.01.14,2019.01.14,Alfasud,6
1609,2019.01.14,2019.01.14,Alfetta,6
1611,2019.01.14,2019.01.14,Giulietta,6
1612,2019.01.14,2019.01.14,GTV,6
1614,2019.01.14,2019.01.14,Spider,6
15117,2019.01.14,2019.01.14,156,6
15636,2019.01.14,2019.01.14,166,6
18581,2019.01.14,2019.01.14,Brera,6
18907,2019.01.14,2019.01.14,Sportwagon,6
18631,2019.01.14,2019.01.14,Sprint,6
18553,2019.01.14,2019.01.14,Giulia,6
18681,2019.01.14,2019.01.14,159,6
19125,2019.01.14,2019.01.14,8C,6
19161,2019.01.14,2019.01.14,MiTo,6
19179,2019.01.14,2019.01.14,Crosswagon,6
20291,2019.01.14,2019.01.14,4C,6
20772,2019.01.14,2019.01.14,Alfa 6,6
20276,2019.01.14,2019.01.14,SZ,6
74543,2019.01.14,2019.01.14,Stelvio,6
75096,2019.01.14,2019.01.14,Montreal,6
74730,2019.01.14,2019.01.14,Quadrifoglio,6
20940,2019.01.14,2019.01.14,1750,6
20941,2019.01.14,2019.01.14,2000,6
20942,2019.01.14,2019.01.14,Others,6
16435,2019.01.14,2019.01.14,D10,14
18346,2019.01.14,2019.01.14,B7,14
15130,2019.01.14,2019.01.14,B3,14
15131,2019.01.14,2019.01.14,B10,14
15132,2019.01.14,2019.01.14,B12,14
15682,2019.01.14,2019.01.14,B6,14
15711,2019.01.14,2019.01.14,B8,14
18601,2019.01.14,2019.01.14,B5,14
18544,2019.01.14,2019.01.14,Roadster S,14
18717,2019.01.14,2019.01.14,D3,14
19160,2019.01.14,2019.01.14,B11,14
19786,2019.01.14,2019.01.14,Others,14
20129,2019.01.14,2019.01.14,D5,14
20490,2019.01.14,2019.01.14,D4,14
20510,2019.01.14,2019.01.14,B4,14
20517,2019.01.14,2019.01.14,B9,14
20528,2019.01.14,2019.01.14,Roadster Limited Edition,14
20529,2019.01.14,2019.01.14,Roadster V8,14
20489,2019.01.14,2019.01.14,XD3,14
75097,2019.01.14,2019.01.14,XD4,14
21172,2019.01.14,2019.01.14,C1,14
21173,2019.01.14,2019.01.14,C2,14
74991,2019.01.14,2019.01.14,A110,51796
74992,2019.01.14,2019.01.14,Others,51796
20480,2019.01.14,2019.01.14,770,51545
20378,2019.01.14,2019.01.14,Others,51545
21120,2019.01.14,2019.01.14,Atom,16419
21121,2019.01.14,2019.01.14,Nomad,16419
21122,2019.01.14,2019.01.14,Others,16419
75047,2019.01.14,2019.01.14,Karo,16427
21185,2019.01.14,2019.01.14,GT,16427
21186,2019.01.14,2019.01.14,Scalo,16427
21187,2019.01.14,2019.01.14,Others,16427
21200,2019.01.14,2019.01.14,GT-21,16431
21201,2019.01.14,2019.01.14,SS,16431
21202,2019.01.14,2019.01.14,Others,16431
16382,2019.01.14,2019.01.14,DB,8
18261,2019.01.14,2019.01.14,Vanquish,8
18469,2019.01.14,2019.01.14,AR1,8
1615,2019.01.14,2019.01.14,DB7,8
1616,2019.01.14,2019.01.14,Lagonda,8
1617,2019.01.14,2019.01.14,Virage,8
15119,2019.01.14,2019.01.14,V8,8
15120,2019.01.14,2019.01.14,Vantage,8
15540,2019.01.14,2019.01.14,Volante,8
18517,2019.01.14,2019.01.14,DB9,8
19068,2019.01.14,2019.01.14,DBS,8
19531,2019.01.14,2019.01.14,Rapide,8
19735,2019.01.14,2019.01.14,Cygnet,8
74785,2019.01.14,2019.01.14,Valkyrie,8
21000,2019.01.14,2019.01.14,Others,8
74438,2019.01.14,2019.01.14,DB11,8
16383,2019.01.14,2019.01.14,MK,15643
16453,2019.01.14,2019.01.14,Montego,15643
15806,2019.01.14,2019.01.14,Maestro,15643
15807,2019.01.14,2019.01.14,Metro,15643
18618,2019.01.14,2019.01.14,Estate,15643
20773,2019.01.14,2019.01.14,Mini,15643
20774,2019.01.14,2019.01.14,Mini Moke,15643
20132,2019.01.14,2019.01.14,Healey,15643
21042,2019.01.14,2019.01.14,Others,15643
15798,2019.01.14,2019.01.14,Y10,15644
15799,2019.01.14,2019.01.14,A 112,15644
15831,2019.01.14,2019.01.14,A 1000,15644
21043,2019.01.14,2019.01.14,Others,15644
74263,2019.01.14,2019.01.14,A3,16437
74264,2019.01.14,2019.01.14,A4,16437
74265,2019.01.14,2019.01.14,Others,16437
74485,2019.01.14,2019.01.14,Senova X25,51774
74486,2019.01.14,2019.01.14,Senova X55,51774
74487,2019.01.14,2019.01.14,Senova X65,51774
74488,2019.01.14,2019.01.14,B40,51774
74495,2019.01.14,2019.01.14,Others,51774
74684,2019.01.14,2019.01.14,Senova X35,51774
74685,2019.01.14,2019.01.14,D20,51774
74686,2019.01.14,2019.01.14,BJ20,51774
75200,2019.01.14,2019.01.14,BJ40,51774
20721,2019.01.14,2019.01.14,CF2,16400
20722,2019.01.14,2019.01.14,Rascal,16400
20723,2019.01.14,2019.01.14,HA,16400
20724,2019.01.14,2019.01.14,CA,16400
20726,2019.01.14,2019.01.14,Blitz,16400
20727,2019.01.14,2019.01.14,Dormobile,16400
20728,2019.01.14,2019.01.14,Chevanne,16400
20729,2019.01.14,2019.01.14,KB,16400
20730,2019.01.14,2019.01.14,Midi,16400
20731,2019.01.14,2019.01.14,Astravan,16400
20732,2019.01.14,2019.01.14,Astramax,16400
20733,2019.01.14,2019.01.14,Beagle,16400
20734,2019.01.14,2019.01.14,TJ,16400
20735,2019.01.14,2019.01.14,Brava,16400
20736,2019.01.14,2019.01.14,MW,16400
20737,2019.01.14,2019.01.14,Other,16400
21101,2019.01.14,2019.01.14,B8,16416
21102,2019.01.14,2019.01.14,Docker,16416
21103,2019.01.14,2019.01.14,Other,16416
21111,2019.01.14,2019.01.14,Divane,16416
21112,2019.01.14,2019.01.14,Jade,16416
21113,2019.01.14,2019.01.14,Opale,16416
21114,2019.01.14,2019.01.14,Sturdy,16416
21115,2019.01.14,2019.01.14,VX,16416
21158,2019.01.14,2019.01.14,Asso,16416
15954,2019.01.14,2019.01.14,Eight,11
18402,2019.01.14,2019.01.14,Mulsanne,11
15125,2019.01.14,2019.01.14,Brooklands,11
15126,2019.01.14,2019.01.14,Turbo RT,11
15127,2019.01.14,2019.01.14,Continental,11
15128,2019.01.14,2019.01.14,Azure,11
15683,2019.01.14,2019.01.14,Turbo R,11
15684,2019.01.14,2019.01.14,Turbo S,11
15685,2019.01.14,2019.01.14,Arnage,11
20362,2019.01.14,2019.01.14,Flying Spur,11
21002,2019.01.14,2019.01.14,Others,11
74740,2019.01.14,2019.01.14,S1,11
74741,2019.01.14,2019.01.14,S2,11
74742,2019.01.14,2019.01.14,S3,11
21181,2019.01.14,2019.01.14,Bentayga,11
21118,2019.01.14,2019.01.14,Bluecar,16418
21119,2019.01.14,2019.01.14,Others,16418
21197,2019.01.14,2019.01.14,Bluesummer,16418
21220,2019.01.14,2019.01.14,Blueutility,16418
21143,2019.01.14,2019.01.14,BX7,16424
21144,2019.01.14,2019.01.14,Hansa 400/500,16424
21145,2019.01.14,2019.01.14,Hansa 1100,16424
21146,2019.01.14,2019.01.14,Hansa 1700,16424
21147,2019.01.14,2019.01.14,Hansa 3500,16424
21148,2019.01.14,2019.01.14,Hansa 2000,16424
21149,2019.01.14,2019.01.14,Hansa 2300,16424
75048,2019.01.14,2019.01.14,BX5,16424
21150,2019.01.14,2019.01.14,Hansa 1500,16424
21151,2019.01.14,2019.01.14,Hansa 1800,16424
21152,2019.01.14,2019.01.14,Hansa 2400,16424
21153,2019.01.14,2019.01.14,Isabella,16424
21154,2019.01.14,2019.01.14,Arabella,16424
21155,2019.01.14,2019.01.14,P100,16424
21156,2019.01.14,2019.01.14,Others,16424
18699,2019.01.14,2019.01.14,Jinbei,16367
18700,2019.01.14,2019.01.14,Granse,16367
18701,2019.01.14,2019.01.14,Zunchi,16367
18702,2019.01.14,2019.01.14,Zhonghua,16367
19080,2019.01.14,2019.01.14,BS2,16367
19081,2019.01.14,2019.01.14,BS6,16367
19186,2019.01.14,2019.01.14,BS4,16367
19135,2019.01.14,2019.01.14,BC3,16367
21057,2019.01.14,2019.01.14,Others,16367
15677,2019.01.14,2019.01.14,EB 110,15
18843,2019.01.14,2019.01.14,Veyron,15
20775,2019.01.14,2019.01.14,EB 112,15
21003,2019.01.14,2019.01.14,Others,15
74381,2019.01.14,2019.01.14,Chiron,15
1668,2019.01.14,2019.01.14,Century,16
1669,2019.01.14,2019.01.14,Electra,16
1670,2019.01.14,2019.01.14,Park Avenue,16
1671,2019.01.14,2019.01.14,Regal,16
1672,2019.01.14,2019.01.14,Riviera,16
1673,2019.01.14,2019.01.14,Skylark,16
15771,2019.01.14,2019.01.14,Roadmaster,16
18523,2019.01.14,2019.01.14,Le Sabre,16
19058,2019.01.14,2019.01.14,Enclave,16
20151,2019.01.14,2019.01.14,Special,16
21004,2019.01.14,2019.01.14,Others,16
74676,2019.01.14,2019.01.14,La Crosse,16
74677,2019.01.14,2019.01.14,Verano,16
74678,2019.01.14,2019.01.14,Encore,16
74679,2019.01.14,2019.01.14,Envision,16
74680,2019.01.14,2019.01.14,Cascada,16
19130,2019.01.14,2019.01.14,F1,16379
19131,2019.01.14,2019.01.14,F3,16379
19132,2019.01.14,2019.01.14,F3R,16379
19133,2019.01.14,2019.01.14,F6,16379
19134,2019.01.14,2019.01.14,F8,16379
20776,2019.01.14,2019.01.14,e6,16379
21060,2019.01.14,2019.01.14,Others,16379
16399,2019.01.14,2019.01.14,Escalade,17
18405,2019.01.14,2019.01.14,CTS,17
1674,2019.01.14,2019.01.14,Allante,17
1675,2019.01.14,2019.01.14,Deville,17
1676,2019.01.14,2019.01.14,Eldorado,17
1677,2019.01.14,2019.01.14,Fleetwood,17
1678,2019.01.14,2019.01.14,Seville,17
15853,2019.01.14,2019.01.14,STS,17
18543,2019.01.14,2019.01.14,XLR,17
18602,2019.01.14,2019.01.14,BLS,17
18495,2019.01.14,2019.01.14,SRX,17
20370,2019.01.14,2019.01.14,Series 62,17
20371,2019.01.14,2019.01.14,Series 6200,17
20372,2019.01.14,2019.01.14,LaSalle,17
20226,2019.01.14,2019.01.14,ATS,17
20373,2019.01.14,2019.01.14,Brougham,17
75098,2019.01.14,2019.01.14,XTS,17
75099,2019.01.14,2019.01.14,XT4,17
21005,2019.01.14,2019.01.14,Others,17
74323,2019.01.14,2019.01.14,CT6,17
74357,2019.01.14,2019.01.14,XT5,17
74425,2019.01.14,2019.01.14,DTS,17
15986,2019.01.14,2019.01.14,Adria,15672
16255,2019.01.14,2019.01.14,Alpha,15672
16256,2019.01.14,2019.01.14,Arca,15672
16257,2019.01.14,2019.01.14,Autoroller,15672
16258,2019.01.14,2019.01.14,Bimobil,15672
16259,2019.01.14,2019.01.14,Bürstner,15672
16260,2019.01.14,2019.01.14,Burow,15672
16261,2019.01.14,2019.01.14,Ca-Mo-Car,15672
16262,2019.01.14,2019.01.14,Caro,15672
16263,2019.01.14,2019.01.14,Carthago,15672
16264,2019.01.14,2019.01.14,Chausson,15672
16265,2019.01.14,2019.01.14,Chrysler,15672
16266,2019.01.14,2019.01.14,Ci International,15672
16267,2019.01.14,2019.01.14,Coachmen,15672
16268,2019.01.14,2019.01.14,Concorde,15672
16269,2019.01.14,2019.01.14,Cristall,15672
16270,2019.01.14,2019.01.14,Cs Reisemobile,15672
16271,2019.01.14,2019.01.14,Damon,15672
16272,2019.01.14,2019.01.14,Dethleffs,15672
16273,2019.01.14,2019.01.14,Elnagh,15672
16274,2019.01.14,2019.01.14,Eriba,15672
16275,2019.01.14,2019.01.14,Euramobil,15672
16276,2019.01.14,2019.01.14,Euro Liner,15672
16277,2019.01.14,2019.01.14,Fendt,15672
16278,2019.01.14,2019.01.14,Ffb / Tabbert,15672
16279,2019.01.14,2019.01.14,Fiat,15672
16281,2019.01.14,2019.01.14,Fleetwood,15672
16282,2019.01.14,2019.01.14,Ford,15672
16283,2019.01.14,2019.01.14,Ford / Reimo,15672
16284,2019.01.14,2019.01.14,Frankia,15672
16285,2019.01.14,2019.01.14,General Motors,15672
16286,2019.01.14,2019.01.14,Granduca,15672
16287,2019.01.14,2019.01.14,Hehn,15672
16288,2019.01.14,2019.01.14,Heku,15672
16289,2019.01.14,2019.01.14,Hobby,15672
16290,2019.01.14,2019.01.14,Holiday Rambler,15672
16291,2019.01.14,2019.01.14,Hymer,15672
16292,2019.01.14,2019.01.14,Karmann,15672
16293,2019.01.14,2019.01.14,Knaus,15672
16294,2019.01.14,2019.01.14,Laika,15672
16295,2019.01.14,2019.01.14,La Strada,15672
16296,2019.01.14,2019.01.14,LMC,15672
16297,2019.01.14,2019.01.14,M+M Mobile,15672
16298,2019.01.14,2019.01.14,Ma-Bu,15672
16299,2019.01.14,2019.01.14,Mazda,15672
16300,2019.01.14,2019.01.14,Mercedes-Benz,15672
16301,2019.01.14,2019.01.14,Mirage,15672
16302,2019.01.14,2019.01.14,Mitsubishi,15672
16303,2019.01.14,2019.01.14,Mobilvetta,15672
16304,2019.01.14,2019.01.14,Pilote,15672
16305,2019.01.14,2019.01.14,Rapido,15672
16306,2019.01.14,2019.01.14,Reimo,15672
16307,2019.01.14,2019.01.14,Reisemobile Beier,15672
16308,2019.01.14,2019.01.14,Renault,15672
16309,2019.01.14,2019.01.14,Rimor,15672
16310,2019.01.14,2019.01.14,Riva,15672
16311,2019.01.14,2019.01.14,Riviera,15672
16312,2019.01.14,2019.01.14,RMB,15672
16313,2019.01.14,2019.01.14,Roadtrek,15672
16314,2019.01.14,2019.01.14,Rockwood,15672
16315,2019.01.14,2019.01.14,Selbstbau,15672
16316,2019.01.14,2019.01.14,TEC,15672
16317,2019.01.14,2019.01.14,Tischer,15672
16318,2019.01.14,2019.01.14,Triple E,15672
16319,2019.01.14,2019.01.14,Vario,15672
16320,2019.01.14,2019.01.14,VW,15672
16321,2019.01.14,2019.01.14,Weinsberg,15672
16322,2019.01.14,2019.01.14,Westfalia,15672
16323,2019.01.14,2019.01.14,Wilk,15672
16324,2019.01.14,2019.01.14,Winnebago,15672
16325,2019.01.14,2019.01.14,Others,15672
16410,2019.01.14,2019.01.14,Nordstar,15672
16571,2019.01.14,2019.01.14,EVM,15672
16594,2019.01.14,2019.01.14,Eifelland,15672
16595,2019.01.14,2019.01.14,Burow-Mobil,15672
16615,2019.01.14,2019.01.14,McLouis,15672
16630,2019.01.14,2019.01.14,Ahorn,15672
16631,2019.01.14,2019.01.14,Due Erre,15672
16632,2019.01.14,2019.01.14,Miller,15672
18265,2019.01.14,2019.01.14,Dehler,15672
18351,2019.01.14,2019.01.14,Autostar,15672
18352,2019.01.14,2019.01.14,Bavaria,15672
18354,2019.01.14,2019.01.14,Peugeot,15672
18357,2019.01.14,2019.01.14,Ultra,15672
18369,2019.01.14,2019.01.14,Man,15672
18419,2019.01.14,2019.01.14,Weippert,15672
18466,2019.01.14,2019.01.14,Beisl,15672
18841,2019.01.14,2019.01.14,Tabbert,15672
18845,2019.01.14,2019.01.14,Airstream,15672
18846,2019.01.14,2019.01.14,Bawemo,15672
18847,2019.01.14,2019.01.14,Benimar,15672
18848,2019.01.14,2019.01.14,Caravelair,15672
18849,2019.01.14,2019.01.14,Challenger,15672
18850,2019.01.14,2019.01.14,Delta,15672
18851,2019.01.14,2019.01.14,Gigant,15672
18852,2019.01.14,2019.01.14,Giottiline,15672
18853,2019.01.14,2019.01.14,Globecar,15672
18854,2019.01.14,2019.01.14,Home-Car,15672
18855,2019.01.14,2019.01.14,ICF,15672
18856,2019.01.14,2019.01.14,Iveco,15672
18857,2019.01.14,2019.01.14,Linne-Liner,15672
18858,2019.01.14,2019.01.14,Maesss,15672
18859,2019.01.14,2019.01.14,Moncayo,15672
18860,2019.01.14,2019.01.14,Neotec,15672
18861,2019.01.14,2019.01.14,Niesmann+Bischoff,15672
18862,2019.01.14,2019.01.14,Niewiadow,15672
18863,2019.01.14,2019.01.14,Ormocar,15672
18864,2019.01.14,2019.01.14,Phoenix,15672
18865,2019.01.14,2019.01.14,ProCab,15672
18866,2019.01.14,2019.01.14,Robel-Mobil,15672
18867,2019.01.14,2019.01.14,Sterckeman,15672
18868,2019.01.14,2019.01.14,Swift,15672
18869,2019.01.14,2019.01.14,Trigano,15672
18729,2019.01.14,2019.01.14,Monaco,15672
19120,2019.01.14,2019.01.14,Florence,15672
19206,2019.01.14,2019.01.14,Kentucky,15672
19207,2019.01.14,2019.01.14,Dream,15672
19208,2019.01.14,2019.01.14,Mizar,15672
19210,2019.01.14,2019.01.14,Biod,15672
19211,2019.01.14,2019.01.14,Kip,15672
20197,2019.01.14,2019.01.14,Pössl,15672
20199,2019.01.14,2019.01.14,Carado,15672
20220,2019.01.14,2019.01.14,Morelo,15672
75196,2019.01.14,2019.01.14,MegaMobil,15672
75197,2019.01.14,2019.01.14,Sunlight,15672
20850,2019.01.14,2019.01.14,Kerry,16407
20851,2019.01.14,2019.01.14,M10,16407
20852,2019.01.14,2019.01.14,M110,16407
20853,2019.01.14,2019.01.14,M12,16407
20854,2019.01.14,2019.01.14,M14,16407
20855,2019.01.14,2019.01.14,Pick Up12,16407
20856,2019.01.14,2019.01.14,Sulky,16407
20857,2019.01.14,2019.01.14,Sulkycar,16407
20858,2019.01.14,2019.01.14,Sulkydea/Ydea,16407
20859,2019.01.14,2019.01.14,Other,16407
74836,2019.01.14,2019.01.14,M20,16407
20459,2019.01.14,2019.01.14,Classic 7,16335
20460,2019.01.14,2019.01.14,Classic S7,16335
20463,2019.01.14,2019.01.14,CSR 260,16335
20466,2019.01.14,2019.01.14,Roadsport Seven,16335
20458,2019.01.14,2019.01.14,21,16335
20462,2019.01.14,2019.01.14,CSR 175,16335
20465,2019.01.14,2019.01.14,R300 Superlight,16335
20470,2019.01.14,2019.01.14,Superlight,16335
20464,2019.01.14,2019.01.14,R 400,16335
20467,2019.01.14,2019.01.14,Seven 458,16335
20468,2019.01.14,2019.01.14,SP/300.R,16335
20469,2019.01.14,2019.01.14,Super 7,16335
20461,2019.01.14,2019.01.14,Cosworth CSR 200,16335
21047,2019.01.14,2019.01.14,Others,16335
20738,2019.01.14,2019.01.14,Freedom,16401
20739,2019.01.14,2019.01.14,Mini Truck,16401
20740,2019.01.14,2019.01.14,Ideal,16401
20741,2019.01.14,2019.01.14,CoolCar,16401
20742,2019.01.14,2019.01.14,X5,16401
20743,2019.01.14,2019.01.14,Other,16401
75052,2019.01.14,2019.01.14,A6,16401
75053,2019.01.14,2019.01.14,Q25,16401
75054,2019.01.14,2019.01.14,Q35,16401
75055,2019.01.14,2019.01.14,Q7,16401
18460,2019.01.14,2019.01.14,Speedino,16357
18461,2019.01.14,2019.01.14,Media,16357
18462,2019.01.14,2019.01.14,Barooder,16357
19705,2019.01.14,2019.01.14,CH 26,16357
20777,2019.01.14,2019.01.14,Pick-Up,16357
20778,2019.01.14,2019.01.14,Sporteevo,16357
20779,2019.01.14,2019.01.14,Stella,16357
20847,2019.01.14,2019.01.14,CH 28,16357
20848,2019.01.14,2019.01.14,CH 30,16357
20849,2019.01.14,2019.01.14,CH 32,16357
21055,2019.01.14,2019.01.14,Others,16357
74837,2019.01.14,2019.01.14,CH 40,16357
